id,personnelCode,fullName,dateOfBirth,gender,placeOfOrigin,birthPlace,ethnicity,religion,category,managingOrgan,managingOrganAssignedBy,managingOrganAssignedAt,managingOrganReason,unitId,status,militaryIdNumber,militaryRank,position,enlistmentDate,dischargeDate,studentIdNumber,employeeIdNumber,educationLevel,specialization,version,deletedAt,deletedBy,createdAt,updatedAt
cmlul7xke00zft7xrzhqfvf2e,CB00072,Trần Văn Thuyết,1993-05-06 10:16:29.619,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000072,Thượng tá,P.Chủ nhiệm Bộ môn,1997-06-16 15:17:37.757,,,,,,1,,,2026-02-20 07:47:46.478,2026-02-20 07:47:46.478
cmlul7xkh00zht7xrig0iyrs7,CB00073,Vũ Ngọc Điệp,1977-06-12 17:50:35.151,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzbl000ntsi2wns1kriu,DANG_CONG_TAC,QN00000073,Đại tá,Chủ nhiệm khoa,2004-08-27 17:40:19.874,,,,,,1,,,2026-02-20 07:47:46.481,2026-02-20 07:47:46.481
cmlul7xkl00zjt7xrvk40e7xp,CB00074,Nguyễn Anh Dũng,1980-02-01 20:31:46.512,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000074,Đại tá,P.Chủ nhiệm Khoa,2012-01-12 22:42:30.244,,,,,,1,,,2026-02-20 07:47:46.485,2026-02-20 07:47:46.485
cmlul7xkp00zlt7xrimswu03z,CB00075,Vũ Văn Thống,1993-03-31 14:49:38.27,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000075,Đại tá,Q.Chủ nhiệm bộ môn,2007-11-02 09:37:03.921,,,,,,1,,,2026-02-20 07:47:46.489,2026-02-20 07:47:46.489
cmlul7xks00znt7xr699fravj,CB00076,Trần Văn Linh,1981-06-28 09:16:13.547,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000076,Trung tá,PT. Chủ nhiệm bộ môn,2010-09-25 16:55:30.956,,,,,,1,,,2026-02-20 07:47:46.493,2026-02-20 07:47:46.493
cmlul7xkw00zpt7xry2f9mu49,CB00077,Lê Ngọc Anh,1962-10-19 23:03:49.061,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000077,Trung tá,PT. Chủ nhiệm bộ môn,2007-01-26 07:54:54.998,,,,,,1,,,2026-02-20 07:47:46.496,2026-02-20 07:47:46.496
cmlul7xl000zrt7xrhn7afedq,CB00078,Vũ Thanh Hải,1972-01-05 01:23:22.792,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000078,Thượng tá,PT. Chủ nhiệm bộ môn,2002-04-17 20:46:21.527,,,,,,1,,,2026-02-20 07:47:46.5,2026-02-20 07:47:46.5
cmlul7xl300ztt7xrpkjuc53w,CB00079,Vũ Ninh,1978-04-04 07:31:11.874,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000079,Trung tá,P. Chủ nhiệm bộ môn,2008-05-06 21:42:07.133,,,,,,1,,,2026-02-20 07:47:46.504,2026-02-20 07:47:46.504
cmlul7xl700zvt7xr46iq6wkl,CB00080,Lê Xuân Đàm,1993-04-13 11:14:20.74,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000080,Đại tá,Chủ nhiệm khoa,1999-12-25 17:11:11.967,,,,,,1,,,2026-02-20 07:47:46.507,2026-02-20 07:47:46.507
cmlul7xla00zxt7xrjge6tonh,CB00081,Nguyễn Hoàng Việt,1997-08-21 00:30:35.666,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000081,Thượng tá,P.Chủ nhiệm khoa,2009-04-26 15:55:53.568,,,,,,1,,,2026-02-20 07:47:46.511,2026-02-20 07:47:46.511
cmlul7xle00zzt7xr2rb4ga3l,CB00082,Chu Thị Hải Ninh,1975-05-23 18:20:59.966,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000082,Thượng tá,P.Chủ nhiệm khoa,2007-12-10 07:51:53.007,,,,,,1,,,2026-02-20 07:47:46.514,2026-02-20 07:47:46.514
cmlul7xli0101t7xra0biy02i,CB00083,Phạm Văn Hoàn,1987-02-19 11:34:18.104,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000083,Trung tá,Q. Chủ nhiệm bộ môn,2002-03-08 23:09:44.712,,,,,,1,,,2026-02-20 07:47:46.518,2026-02-20 07:47:46.518
cmlul7xll0103t7xrh0ksp5ri,CB00084,Phạm Tri Thức,1987-01-29 18:43:43.083,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000084,Trung tá,Q.Chủ nhiệm bộ môn,2008-08-10 00:09:17.219,,,,,,1,,,2026-02-20 07:47:46.522,2026-02-20 07:47:46.522
cmlul7xlp0105t7xrlyuiguaj,CB00085,Vũ Đức Việt,1970-08-04 09:32:14.695,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000085,Thượng tá,P. Chủ nhiệm bộ môn,1995-02-15 22:04:25.352,,,,,,1,,,2026-02-20 07:47:46.525,2026-02-20 07:47:46.525
cmlul7xlt0107t7xrxhynt1z6,CB00086,Nguyễn Anh Tuấn,1965-01-09 09:23:38.596,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzbm000ptsi2wiu0uq4y,DANG_CONG_TAC,QN00000086,Thượng tá,Chủ nhiệm khoa,2006-08-10 22:56:15.322,,,,,,1,,,2026-02-20 07:47:46.529,2026-02-20 07:47:46.529
cmlul7xlw0109t7xrvhbswrsd,CB00087,Bùi Thanh Huyền,1995-11-15 23:13:09.535,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000087,Thượng tá,P.Chủ nhiệm khoa,2007-12-28 09:56:37.164,,,,,,1,,,2026-02-20 07:47:46.533,2026-02-20 07:47:46.533
cmlul7xm0010bt7xrm64ud189,CB00088,Phạm Thị Tuyết Nhung,1974-12-28 09:14:18.207,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000088,Thượng tá,Q.Chủ nhiệm bộ môn,1998-09-06 03:37:32.951,,,,,,1,,,2026-02-20 07:47:46.536,2026-02-20 07:47:46.536
cmlul7xm4010dt7xrfq8mi901,CB00089,Đinh Công Cường,1991-05-26 00:17:03.734,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000089,Đại tá,Chủ nhiệm bộ môn,1996-02-26 01:49:41.838,,,,,,1,,,2026-02-20 07:47:46.54,2026-02-20 07:47:46.54
cmlul7xm7010ft7xrjzsh19z2,CB00090,Đỗ Thị Thanh Hương,1969-06-06 19:14:18.675,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000090,Thượng tá,Chủ nhiệm bộ môn,2014-11-30 15:39:58.664,,,,,,1,,,2026-02-20 07:47:46.544,2026-02-20 07:47:46.544
cmlul7xmb010ht7xr9wxrn8m8,CB00091,Nguyễn Đức Thịnh,1991-09-30 18:14:26.566,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000091,Trung tá,Chủ nhiệm bộ môn,1999-05-30 02:04:18.616,,,,,,1,,,2026-02-20 07:47:46.547,2026-02-20 07:47:46.547
cmlul7xme010jt7xrzaittund,CB00092,Đồng Thị Phương Nga,1991-07-09 17:11:26.152,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000092,Trung tá,Chủ nhiệm bộ môn,1996-09-30 17:07:12.939,,,,,,1,,,2026-02-20 07:47:46.551,2026-02-20 07:47:46.551
cmlul7xmi010lt7xrpzxewk9y,CB00093,Trịnh Trung Kiên,1966-03-13 07:14:22.385,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000093,Đại tá,P. Chủ nhiệm bộ môn,2012-04-25 01:04:56.374,,,,,,1,,,2026-02-20 07:47:46.554,2026-02-20 07:47:46.554
cmlul7xml010nt7xrox91e78y,CB00094,Ngô Khánh Thiện,1978-03-06 20:46:29.735,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzbo000rtsi2ialufxp3,DANG_CONG_TAC,QN00000094,Đại tá,PT. Chủ nhiệm khoa,2012-09-14 08:59:28.586,,,,,,1,,,2026-02-20 07:47:46.558,2026-02-20 07:47:46.558
cmlul7xmp010pt7xrb0i72tvv,CB00095,Phạm Văn Hải,1977-04-14 19:47:21.683,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000095,Đại tá,P. Chủ nhiệm khoa,2004-08-03 23:45:06.273,,,,,,1,,,2026-02-20 07:47:46.562,2026-02-20 07:47:46.562
cmlul7xmt010rt7xrh7pfb1q4,CB00096,Hà Đức Tuấn,1980-11-05 11:13:28.16,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000096,Đại tá,P. Chủ nhiệm khoa,2013-10-08 18:15:43.52,,,,,,1,,,2026-02-20 07:47:46.565,2026-02-20 07:47:46.565
cmlul7xmw010tt7xr9sdo5w4e,CB00097,Nguyễn Hữu Sơn,1970-10-15 05:57:26.124,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000097,Đại tá,Chủ nhiệm bộ môn,1996-11-13 04:52:00.536,,,,,,1,,,2026-02-20 07:47:46.569,2026-02-20 07:47:46.569
cmlul7xn0010vt7xri2s0flf6,CB00098,Chử Minh Tư,1992-11-25 12:04:25.409,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000098,Đại tá,Q. Chủ nhiệm bộ môn,2010-11-13 01:51:48.39,,,,,,1,,,2026-02-20 07:47:46.572,2026-02-20 07:47:46.572
cmlul7xn4010xt7xrfzp6ubwy,CB00099,Nguyễn Mạnh Quân,1983-06-12 10:19:46.596,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000099,Đại tá,Chủ nhiệm bộ môn,2000-09-02 18:43:37.82,,,,,,1,,,2026-02-20 07:47:46.576,2026-02-20 07:47:46.576
cmlul7xn7010zt7xrphovrwey,CB00100,Nguyễn Văn Thà,1980-02-18 20:51:48.696,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000100,Đại tá,Chủ nhiệm bộ môn,1998-06-27 12:39:16.178,,,,,,1,,,2026-02-20 07:47:46.58,2026-02-20 07:47:46.58
cmlul7xnb0111t7xrhdyqn5mv,CB00101,Nguyễn Văn Thịnh,1998-08-09 12:01:00.667,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000101,Thượng tá,Chủ nhiệm bộ môn,2011-05-08 05:45:41.249,,,,,,1,,,2026-02-20 07:47:46.583,2026-02-20 07:47:46.583
cmlul7xnf0113t7xrf7621213,CB00102,Vũ Huy Tráng,1993-06-18 19:55:40.76,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000102,Đại tá,Chủ nhiệm bộ môn,2004-08-19 19:39:18.261,,,,,,1,,,2026-02-20 07:47:46.587,2026-02-20 07:47:46.587
cmlul7xnj0115t7xrt0erv8e2,CB00103,Đỗ Quang Hạnh,1963-07-20 03:29:43.125,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzbd000ftsi2f0xdpnnd,DANG_CONG_TAC,QN00000103,Trung úy,Trợ lý,2013-06-08 06:55:23.97,,,,,,1,,,2026-02-20 07:47:46.591,2026-02-20 07:47:46.591
cmlul7xnm0117t7xr4alb6a48,CB00104,Vũ Tuấn Minh,1974-06-29 08:57:11.619,FEMALE,,,,,GIANG_VIEN,,,,,cmjjumzbf000htsi2ysxlz1mm,DANG_CONG_TAC,QN00000104,Trung úy,Giảng viên,2013-11-21 17:48:11.319,,,,,,1,,,2026-02-20 07:47:46.595,2026-02-20 07:47:46.595
cmlul7xnq0119t7xr480s3tp6,CB00105,Hoàng Đức Anh,1979-02-06 11:04:55.654,MALE,,,,,GIANG_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000105,Trung úy,Giảng viên,1999-02-03 12:59:29.461,,,,,,1,,,2026-02-20 07:47:46.598,2026-02-20 07:47:46.598
cmlul7xnu011bt7xrzddlirw0,CB00106,Hoàng Kim,1968-12-13 03:59:14.667,MALE,,,,,GIANG_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000106,Trung úy,Giảng viên,2008-05-02 18:25:40.6,,,,,,1,,,2026-02-20 07:47:46.602,2026-02-20 07:47:46.602
cmlul7xnx011dt7xrax41dhvs,CB00107,Trịnh Trần Đức,1974-05-27 03:26:07.148,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbf000htsi2ysxlz1mm,DANG_CONG_TAC,QN00000107,Trung úy,Giảng viên,2000-08-22 21:05:40.436,,,,,,1,,,2026-02-20 07:47:46.606,2026-02-20 07:47:46.606
cmlul7xo1011ft7xr7a86cbmb,CB00108,Lê Quốc An,1967-09-03 11:58:06.123,MALE,,,,,GIANG_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000108,Trung úy,Giảng viên,1998-02-08 05:09:10.42,,,,,,1,,,2026-02-20 07:47:46.61,2026-02-20 07:47:46.61
cmlul7xo5011ht7xr1idbvoeh,CB00109,Trần Đình Thành Đạt,1960-05-15 01:56:47.868,FEMALE,,,,,GIANG_VIEN,,,,,cmjjumzbh000jtsi21iap2kce,DANG_CONG_TAC,QN00000109,Trung úy,Giảng viên,2006-10-26 23:02:03.892,,,,,,1,,,2026-02-20 07:47:46.614,2026-02-20 07:47:46.614
cmlul7xo9011jt7xr1tab31dz,CB00110,Ngô Minh Đức,1988-12-25 15:49:52.793,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbh000jtsi21iap2kce,DANG_CONG_TAC,QN00000110,Trung úy,Giảng viên,2010-05-01 02:45:03.416,,,,,,1,,,2026-02-20 07:47:46.617,2026-02-20 07:47:46.617
cmlul7xoc011lt7xrmpy391xn,CB00111,Nguyễn Vũ Thành Hưng,1979-07-28 06:04:20.755,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbh000jtsi21iap2kce,DANG_CONG_TAC,QN00000111,Trung úy,Giảng viên,2000-10-14 18:11:56.394,,,,,,1,,,2026-02-20 07:47:46.621,2026-02-20 07:47:46.621
cmlul7xog011nt7xr24qqsjxy,CB00112,Nguyễn Hoàng Vịnh,1960-08-09 14:20:20.221,FEMALE,,,,,GIANG_VIEN,,,,,cmjjumzbj000ltsi216getk3s,DANG_CONG_TAC,QN00000112,Trung úy,Giảng viên,2009-04-21 12:37:23.549,,,,,,1,,,2026-02-20 07:47:46.624,2026-02-20 07:47:46.624
cmlul7xok011pt7xrl4es14wr,CB00113,Nguyễn Thành Long,1973-12-02 12:08:33.847,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbl000ntsi2wns1kriu,DANG_CONG_TAC,QN00000113,Trung úy,Giảng viên,1997-07-30 10:11:15.389,,,,,,1,,,2026-02-20 07:47:46.628,2026-02-20 07:47:46.628
cmlul7xoo011rt7xrra2ahonu,CB00114,Hoàng Nghĩa Lâm,1979-12-06 08:05:47.785,FEMALE,,,,,GIANG_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000114,Trung úy,Giảng viên,2014-04-09 04:19:48.213,,,,,,1,,,2026-02-20 07:47:46.632,2026-02-20 07:47:46.632
cmlul7xos011tt7xrtwinm7ib,CB00115,Mai Thùy Linh,1963-01-18 02:08:46.941,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbm000ptsi2wiu0uq4y,DANG_CONG_TAC,QN00000115,Trung úy,Giảng viên,2003-07-26 13:51:19.6,,,,,,1,,,2026-02-20 07:47:46.636,2026-02-20 07:47:46.636
cmlul7xow011vt7xrhci3auw5,CB00116,Phạm Quang Huy,1969-11-16 13:21:49.195,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbo000rtsi2ialufxp3,DANG_CONG_TAC,QN00000116,Trung úy,Giảng viên,2015-09-09 18:05:32.867,,,,,,1,,,2026-02-20 07:47:46.64,2026-02-20 07:47:46.64
cmlul7xoz011xt7xrmdxu4paa,CB00117,Nguyễn Thị Thanh Nhàn,1964-09-11 21:08:54.172,FEMALE,,,,,GIANG_VIEN,,,,,cmjjumzbq000ttsi2xsodpuh7,DANG_CONG_TAC,QN00000117,Trung úy,Giảng viên,2012-02-27 16:43:18.302,,,,,,1,,,2026-02-20 07:47:46.644,2026-02-20 07:47:46.644
cmlul7xp3011zt7xri59yfoik,CB00118,Nguyễn Việt Trung,1977-08-17 04:56:34.721,FEMALE,,,,,GIANG_VIEN,,,,,cmjjumzbs000vtsi2mzykuz68,DANG_CONG_TAC,QN00000118,Trung úy,Giảng viên,2006-12-21 19:53:19.868,,,,,,1,,,2026-02-20 07:47:46.647,2026-02-20 07:47:46.647
cmlul7xp70121t7xrfjgjbfyv,CB00119,Nguyễn Tiến Đạt,1987-07-07 18:35:46.311,MALE,,,,,GIANG_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000119,Thiếu úy,Giảng viên,1998-08-17 07:21:35.292,,,,,,1,,,2026-02-20 07:47:46.651,2026-02-20 07:47:46.651
cmlul7xpa0123t7xrv3kscabj,CB00120,Vũ Trọng Tấn,1996-10-05 16:17:08.522,MALE,,,,,HOC_VIEN_QUAN_SU,,,,,cmjjumzc00013tsi240ylxppz,DANG_CONG_TAC,QN00000120,Trung úy,Trung đội trưởng,2003-07-22 01:22:07.732,,,,,,1,,,2026-02-20 07:47:46.655,2026-02-20 07:47:46.655
cmlul7xpe0125t7xrruun0aka,CB00121,Nguyễn Văn Công,1990-01-11 18:18:47.093,MALE,,,,,HOC_VIEN_QUAN_SU,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000121,Thiếu úy,Trung đội trưởng,2008-02-22 02:21:45.161,,,,,,1,,,2026-02-20 07:47:46.658,2026-02-20 07:47:46.658
cmlul7xpi0127t7xrjgozi8w1,CB00122,Hoàng Tiến Tài,1986-12-02 05:56:04.737,MALE,,,,,HOC_VIEN_QUAN_SU,,,,,cmjjumzc00013tsi240ylxppz,DANG_CONG_TAC,QN00000122,Trung úy,Trung đội trưởng,2005-06-25 22:07:23.709,,,,,,1,,,2026-02-20 07:47:46.662,2026-02-20 07:47:46.662
cmlul7xpl0129t7xr71lscwic,CB00123,Nguyễn Ngọc Anh,1963-01-10 17:47:52.463,MALE,,,,,HOC_VIEN_QUAN_SU,,,,,cmjjumzc00013tsi240ylxppz,DANG_CONG_TAC,QN00000123,Trung úy,Trung đội trưởng,2015-07-12 08:39:23.014,,,,,,1,,,2026-02-20 07:47:46.666,2026-02-20 07:47:46.666
cmlul7xpp012bt7xr5fuzmm0e,CB00124,Lê Xuân Quang,1968-05-24 00:46:34.999,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzc10015tsi2uy0kzk4q,DANG_CONG_TAC,QN00000124,Trung úy,Trợ lý CT,2001-01-20 00:00:40.512,,,,,,1,,,2026-02-20 07:47:46.669,2026-02-20 07:47:46.669
cmlul7xps012dt7xr7w8xa8wk,CB00125,Nguyễn Phụng Hưởng,1980-12-21 10:54:41.377,MALE,,,,,HOC_VIEN_QUAN_SU,,,,,cmjjumzc50019tsi212h0e2qq,DANG_CONG_TAC,QN00000125,Trung úy,Chính trị viên phó,2002-03-31 14:34:19.433,,,,,,1,,,2026-02-20 07:47:46.673,2026-02-20 07:47:46.673
cmlul7xpw012ft7xrkthi64yh,CB00126,Trịnh Bá Tuấn Anh,1996-02-20 22:54:18.019,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbm000ptsi2wiu0uq4y,DANG_CONG_TAC,QN00000126,CCQP,Giảng viên,2010-02-17 17:15:30.39,,,,,,1,,,2026-02-20 07:47:46.676,2026-02-20 07:47:46.676
cmlul7xq0012ht7xr4gq5mo8i,CB00127,Đỗ Thị Trang,1964-03-11 21:11:33.852,MALE,,,,,GIANG_VIEN,,,,,cmjjumzbq000ttsi2xsodpuh7,DANG_CONG_TAC,QN00000127,CCQP,Giảng viên,2001-02-08 16:15:13.35,,,,,,1,,,2026-02-20 07:47:46.68,2026-02-20 07:47:46.68
cmlul7xq3012jt7xrmqqj8f10,CB00128,Bùi Thị Như Quỳnh,1961-06-11 11:06:56.342,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzbd000ftsi2f0xdpnnd,DANG_CONG_TAC,QN00000128,Trung úy CN,NV Hành chính,2004-05-26 22:39:48.085,,,,,,1,,,2026-02-20 07:47:46.683,2026-02-20 07:47:46.683
cmlul7xq7012lt7xr8g4mfdt7,CB00129,Trần Thu Hằng,1965-12-24 09:42:35.568,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000129,Trung úy CN,NV Hành chính,2004-06-15 02:33:48.907,,,,,,1,,,2026-02-20 07:47:46.687,2026-02-20 07:47:46.687
cmlul7xqa012nt7xr43sph2g4,CB00130,Nguyễn Thị Liên,1990-02-06 10:30:32.195,FEMALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000130,Trung úy CN,NV Hành chính,2014-04-25 08:13:23.04,,,,,,1,,,2026-02-20 07:47:46.691,2026-02-20 07:47:46.691
cmlul7xqe012pt7xrlqaor2y3,CB00131,Nguyễn Tấn Dũng,1999-11-19 01:32:42.024,FEMALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzbd000ftsi2f0xdpnnd,DANG_CONG_TAC,QN00000131,Trung úy CN,NV CNTT,2000-01-07 03:42:39.801,,,,,,1,,,2026-02-20 07:47:46.694,2026-02-20 07:47:46.694
cmlul7xqi012rt7xrn9n0ekpx,CB00132,Chu Bách Tùng,1999-07-12 23:27:31.422,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzby0011tsi2emx6euo5,DANG_CONG_TAC,QN00000132,Trung úy CN,NV Thống kê,2008-07-29 07:55:17.367,,,,,,1,,,2026-02-20 07:47:46.698,2026-02-20 07:47:46.698
cmlul7xql012tt7xriuaat926,CB00133,Đặng Thanh Long,1993-04-23 21:56:36.577,FEMALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000133,Thiếu úy CN,NV Nấu ăn,2010-03-16 14:15:44.486,,,,,,1,,,2026-02-20 07:47:46.702,2026-02-20 07:47:46.702
cmlul7xqp012vt7xrscqh72y6,CB00134,Nguyễn Tiến Đạt,1965-03-28 13:37:11.818,FEMALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000134,Trung úy CN,NV Nấu ăn,2002-02-06 07:19:07.474,,,,,,1,,,2026-02-20 07:47:46.705,2026-02-20 07:47:46.705
cmlul7xqt012xt7xr25py0y0k,CB00135,Nguyễn Chí Công,1970-07-05 09:40:05.094,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000135,Trung úy CN,NV Nấu ăn,2015-09-04 10:30:56.26,,,,,,1,,,2026-02-20 07:47:46.709,2026-02-20 07:47:46.709
cmlul7xqw012zt7xrciydea59,CB00136,Lê Thành Công,1987-03-01 21:02:43.321,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000136,Trung úy CN,NV Nấu ăn,2005-12-27 20:04:35.815,,,,,,1,,,2026-02-20 07:47:46.713,2026-02-20 07:47:46.713
cmlul7xr00131t7xrho1hb2ce,CB00137,Phan Tùng Sơn,1963-09-12 05:36:23.406,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzax0003tsi2yx3yi7tm,DANG_CONG_TAC,QN00000137,Trung tướng,Giám đốc,2012-10-27 08:46:58.491,,,,,,1,,,2026-02-20 07:47:46.716,2026-02-20 07:47:46.716
cmlul7xr30133t7xromixxj94,CB00138,Dương Đức Thiện,1997-09-27 11:56:44.893,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000138,Trung tướng,Chính ủy,2006-02-24 22:55:47.163,,,,,,1,,,2026-02-20 07:47:46.72,2026-02-20 07:47:46.72
cmlul7xr70135t7xr9exj3cqa,CB00139,Lê Thành Long,1995-04-26 20:43:48.3,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000139,Thiếu tướng,Phó Chính ủy,2001-11-20 08:10:17.942,,,,,,1,,,2026-02-20 07:47:46.723,2026-02-20 07:47:46.723
cmlul7xrb0137t7xrh58x1273,CB00140,Nguyễn Văn Kiên,1987-04-27 01:46:26.217,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000140,Thiếu tướng,Phó Giám đốc,2003-03-16 21:53:17.569,,,,,,1,,,2026-02-20 07:47:46.727,2026-02-20 07:47:46.727
cmlul7xre0139t7xr59hz1d4z,CB00141,Nguyễn Quang Dũng,1969-06-27 14:57:55.211,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000141,Thiếu tướng,Phó Giám đốc,2002-08-13 17:05:56.199,,,,,,1,,,2026-02-20 07:47:46.731,2026-02-20 07:47:46.731
cmlul7xri013bt7xry4f7dae0,CB00142,Vũ Hồng Hà,1989-11-24 02:43:26.522,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000142,Đại tá,Phó Giám đốc,1999-07-22 02:41:13.774,,,,,,1,,,2026-02-20 07:47:46.735,2026-02-20 07:47:46.735
cmlul7xrm013dt7xrimni8lxx,CB00143,Vũ Nhật Văn,1962-07-14 04:19:05.462,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzb00005tsi2so3puiyf,DANG_CONG_TAC,QN00000143,Đại tá,Trưởng phòng,1999-02-24 23:01:05.942,,,,,,1,,,2026-02-20 07:47:46.738,2026-02-20 07:47:46.738
